,Zod_sign_man,Zod_sign_woman,zod_combo,Compatibility_rate
3696,Cancer,Capricorn,CancerCapricorn,0.83
3697,Taurus,Pisces,TaurusPisces,0.85
3698,Leo,Leo,LeoLeo,0.45
3699,Aquarius,Virgo,AquariusVirgo,0.3
3700,Pisces,Gemini,PiscesGemini,0.53
3701,Pisces,Virgo,PiscesVirgo,0.88
3702,Pisces,Pisces,PiscesPisces,0.6
3703,Sagittarius,Scorpio,SagittariusScorpio,0.28
3704,Cancer,Aries,CancerAries,0.42
3705,Cancer,Pisces,CancerPisces,0.98
3706,Libra,Scorpio,LibraScorpio,0.35
3709,Virgo,Leo,VirgoLeo,0.35
3710,Pisces,Virgo,PiscesVirgo,0.88
3711,Leo,Taurus,LeoTaurus,0.73
3712,Sagittarius,Pisces,SagittariusPisces,0.63
3713,Libra,Sagittarius,LibraSagittarius,0.73
3714,Virgo,Gemini,VirgoGemini,0.68
3715,Gemini,Leo,GeminiLeo,0.88
3716,Sagittarius,Libra,SagittariusLibra,0.73
3717,Leo,Pisces,LeoPisces,0.38
3718,Cancer,Virgo,CancerVirgo,0.9
3719,Libra,Virgo,LibraVirgo,0.68
3720,Taurus,Taurus,TaurusTaurus,0.58
3723,Leo,Taurus,LeoTaurus,0.73
3726,Virgo,Cancer,VirgoCancer,0.9
3727,Pisces,Capricorn,PiscesCapricorn,0.88
3728,Pisces,Leo,PiscesLeo,0.38
3729,Aries,Gemini,AriesGemini,0.83
3730,Sagittarius,Scorpio,SagittariusScorpio,0.28
3731,Sagittarius,Gemini,SagittariusGemini,0.6
3733,Leo,Scorpio,LeoScorpio,0.58
3734,Aquarius,Capricorn,AquariusCapricorn,0.69
3735,Virgo,Aries,VirgoAries,0.63
3736,Gemini,Sagittarius,GeminiSagittarius,0.6
3737,Libra,Sagittarius,LibraSagittarius,0.73
3738,Libra,Capricorn,LibraCapricorn,0.55
3739,Capricorn,Aries,CapricornAries,0.47
3740,Aries,Virgo,AriesVirgo,0.63
3741,Capricorn,Leo,CapricornLeo,0.35
3742,Pisces,Cancer,PiscesCancer,0.98
3743,Cancer,Capricorn,CancerCapricorn,0.83
3744,Sagittarius,Scorpio,SagittariusScorpio,0.28
3745,Scorpio,Cancer,ScorpioCancer,0.94
3746,Leo,Sagittarius,LeoSagittarius,0.93
3747,Libra,Scorpio,LibraScorpio,0.35
3748,Cancer,Cancer,CancerCancer,0.75
3749,Gemini,Gemini,GeminiGemini,0.6
3750,Scorpio,Libra,ScorpioLibra,0.35
3751,Scorpio,Aries,ScorpioAries,0.5
3752,Aquarius,Scorpio,AquariusScorpio,0.73
3754,Virgo,Gemini,VirgoGemini,0.68
3756,Taurus,Scorpio,TaurusScorpio,0.88
3758,Pisces,Scorpio,PiscesScorpio,0.97
3759,Libra,Taurus,LibraTaurus,0.65
3760,Leo,Taurus,LeoTaurus,0.73
3761,Sagittarius,Capricorn,SagittariusCapricorn,0.6
3762,Scorpio,Scorpio,ScorpioScorpio,0.8
3763,Gemini,Sagittarius,GeminiSagittarius,0.6
3764,Gemini,Gemini,GeminiGemini,0.6
3765,Scorpio,Virgo,ScorpioVirgo,0.88
3766,Libra,Libra,LibraLibra,0.75
3768,Capricorn,Cancer,CapricornCancer,0.83
3775,Aquarius,Capricorn,AquariusCapricorn,0.69
3776,Aries,Sagittarius,AriesSagittarius,0.93
3777,Gemini,Scorpio,GeminiScorpio,0.28
3778,Virgo,Virgo,VirgoVirgo,0.65
3780,Aries,Scorpio,AriesScorpio,0.5
3781,Capricorn,Taurus,CapricornTaurus,0.98
3783,Virgo,Virgo,VirgoVirgo,0.65
3784,Capricorn,Pisces,CapricornPisces,0.88
3785,Pisces,Leo,PiscesLeo,0.38
3786,Cancer,Sagittarius,CancerSagittarius,0.53
3787,Libra,Taurus,LibraTaurus,0.65
3788,Pisces,Libra,PiscesLibra,0.88
3789,Cancer,Cancer,CancerCancer,0.75
3790,Libra,Taurus,LibraTaurus,0.65
3791,Aquarius,Cancer,AquariusCancer,0.27
3792,Aries,Pisces,AriesPisces,0.67
3793,Pisces,Gemini,PiscesGemini,0.53
3794,Virgo,Virgo,VirgoVirgo,0.65
3795,Gemini,Capricorn,GeminiCapricorn,0.69
3796,Leo,Pisces,LeoPisces,0.38
3797,Aquarius,Virgo,AquariusVirgo,0.3
3798,Leo,Gemini,LeoGemini,0.88
3800,Capricorn,Taurus,CapricornTaurus,0.98
3803,Scorpio,Capricorn,ScorpioCapricorn,0.95
3804,Gemini,Virgo,GeminiVirgo,0.68
3805,Pisces,Taurus,PiscesTaurus,0.85
3807,Cancer,Capricorn,CancerCapricorn,0.83
3808,Capricorn,Aquarius,CapricornAquarius,0.69
3809,Aquarius,Aquarius,AquariusAquarius,0.45
3810,Aquarius,Gemini,AquariusGemini,0.85
3812,Pisces,Leo,PiscesLeo,0.38
3816,Scorpio,Aries,ScorpioAries,0.5
3817,Capricorn,Cancer,CapricornCancer,0.83
3818,Scorpio,Virgo,ScorpioVirgo,0.88
3820,Sagittarius,Pisces,SagittariusPisces,0.63
3821,Cancer,Capricorn,CancerCapricorn,0.83
3822,Cancer,Libra,CancerLibra,0.43
3823,Cancer,Taurus,CancerTaurus,0.97
3824,Virgo,Aquarius,VirgoAquarius,0.3
3825,Libra,Leo,LibraLeo,0.97
3826,Sagittarius,Aries,SagittariusAries,0.93
3827,Taurus,Scorpio,TaurusScorpio,0.88
3828,Scorpio,Cancer,ScorpioCancer,0.94
3829,Cancer,Gemini,CancerGemini,0.65
3830,Aquarius,Scorpio,AquariusScorpio,0.73
3831,Aquarius,Taurus,AquariusTaurus,0.58
3832,Aquarius,Aquarius,AquariusAquarius,0.45
3833,Cancer,Leo,CancerLeo,0.35
3834,Aries,Aries,AriesAries,0.5
3836,Libra,Gemini,LibraGemini,0.93
3837,Aquarius,Pisces,AquariusPisces,0.45
3838,Taurus,Aries,TaurusAries,0.38
3839,Libra,Aquarius,LibraAquarius,0.9
3840,Virgo,Libra,VirgoLibra,0.69
3841,Virgo,Scorpio,VirgoScorpio,0.88
3842,Cancer,Leo,CancerLeo,0.35
3843,Cancer,Virgo,CancerVirgo,0.9
3844,Cancer,Pisces,CancerPisces,0.98
3845,Virgo,Aries,VirgoAries,0.63
3846,Gemini,Libra,GeminiLibra,0.93
3847,Taurus,Pisces,TaurusPisces,0.85
3848,Virgo,Scorpio,VirgoScorpio,0.88
3849,Capricorn,Pisces,CapricornPisces,0.88
3850,Sagittarius,Virgo,SagittariusVirgo,0.48
3851,Scorpio,Virgo,ScorpioVirgo,0.88
3852,Taurus,Sagittarius,TaurusSagittarius,0.3
3853,Gemini,Libra,GeminiLibra,0.93
3854,Virgo,Aquarius,VirgoAquarius,0.3
3855,Virgo,Taurus,VirgoTaurus,0.9
3856,Libra,Libra,LibraLibra,0.75
3857,Aries,Aquarius,AriesAquarius,0.78
3858,Pisces,Pisces,PiscesPisces,0.6
3859,Capricorn,Aries,CapricornAries,0.47
3860,Gemini,Libra,GeminiLibra,0.93
3861,Aries,Capricorn,AriesCapricorn,0.47
3862,Virgo,Scorpio,VirgoScorpio,0.88
3863,Sagittarius,Libra,SagittariusLibra,0.73
3864,Libra,Capricorn,LibraCapricorn,0.55
3865,Virgo,Sagittarius,VirgoSagittarius,0.48
3866,Aries,Aries,AriesAries,0.5
3867,Leo,Cancer,LeoCancer,0.35
3868,Sagittarius,Cancer,SagittariusCancer,0.53
3869,Virgo,Virgo,VirgoVirgo,0.65
3870,Aquarius,Aries,AquariusAries,0.78
3871,Leo,Taurus,LeoTaurus,0.73
3872,Taurus,Gemini,TaurusGemini,0.33
3873,Pisces,Aries,PiscesAries,0.67
3874,Pisces,Virgo,PiscesVirgo,0.88
3875,Sagittarius,Leo,SagittariusLeo,0.93
3878,Sagittarius,Capricorn,SagittariusCapricorn,0.6
3880,Scorpio,Scorpio,ScorpioScorpio,0.8
3881,Leo,Taurus,LeoTaurus,0.73
3882,Gemini,Cancer,GeminiCancer,0.65
3884,Taurus,Virgo,TaurusVirgo,0.9
3885,Libra,Aries,LibraAries,0.85
3886,Virgo,Pisces,VirgoPisces,0.88
3887,Libra,Scorpio,LibraScorpio,0.35
3888,Scorpio,Scorpio,ScorpioScorpio,0.8
3889,Scorpio,Gemini,ScorpioGemini,0.28
3890,Virgo,Virgo,VirgoVirgo,0.65
3891,Virgo,Libra,VirgoLibra,0.69
3892,Aquarius,Scorpio,AquariusScorpio,0.73
3893,Taurus,Scorpio,TaurusScorpio,0.88
3894,Leo,Leo,LeoLeo,0.45
3895,Scorpio,Scorpio,ScorpioScorpio,0.8
3897,Aquarius,Virgo,AquariusVirgo,0.3
3898,Gemini,Sagittarius,GeminiSagittarius,0.6
3900,Leo,Libra,LeoLibra,0.97
3901,Pisces,Virgo,PiscesVirgo,0.88
3902,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
3903,Capricorn,Scorpio,CapricornScorpio,0.95
3904,Virgo,Taurus,VirgoTaurus,0.9
3905,Virgo,Scorpio,VirgoScorpio,0.88
3906,Capricorn,Sagittarius,CapricornSagittarius,0.6
3907,Capricorn,Pisces,CapricornPisces,0.88
3908,Cancer,Aries,CancerAries,0.42
3909,Aries,Leo,AriesLeo,0.97
3910,Gemini,Scorpio,GeminiScorpio,0.28
3912,Sagittarius,Libra,SagittariusLibra,0.73
3913,Pisces,Libra,PiscesLibra,0.88
3914,Leo,Cancer,LeoCancer,0.35
3915,Cancer,Pisces,CancerPisces,0.98
3916,Libra,Aries,LibraAries,0.85
3918,Cancer,Sagittarius,CancerSagittarius,0.53
3919,Scorpio,Aquarius,ScorpioAquarius,0.73
3921,Virgo,Aries,VirgoAries,0.63
3922,Capricorn,Aquarius,CapricornAquarius,0.69
3924,Aries,Aries,AriesAries,0.5
3925,Gemini,Libra,GeminiLibra,0.93
3926,Aries,Aquarius,AriesAquarius,0.78
3927,Aries,Sagittarius,AriesSagittarius,0.93
3928,Taurus,Libra,TaurusLibra,0.65
3929,Leo,Aries,LeoAries,0.97
3930,Aries,Taurus,AriesTaurus,0.38
3931,Aries,Aquarius,AriesAquarius,0.78
3932,Virgo,Capricorn,VirgoCapricorn,0.95
3933,Taurus,Gemini,TaurusGemini,0.33
3934,Gemini,Gemini,GeminiGemini,0.6
3935,Libra,Sagittarius,LibraSagittarius,0.73
3936,Aries,Aries,AriesAries,0.5
3937,Capricorn,Virgo,CapricornVirgo,0.95
3938,Gemini,Sagittarius,GeminiSagittarius,0.6
3939,Scorpio,Pisces,ScorpioPisces,0.97
3940,Taurus,Virgo,TaurusVirgo,0.9
3942,Taurus,Gemini,TaurusGemini,0.33
3943,Libra,Scorpio,LibraScorpio,0.35
3944,Leo,Taurus,LeoTaurus,0.73
3945,Gemini,Taurus,GeminiTaurus,0.33
3946,Scorpio,Pisces,ScorpioPisces,0.97
3947,Virgo,Capricorn,VirgoCapricorn,0.95
3948,Capricorn,Aquarius,CapricornAquarius,0.69
3949,Aquarius,Capricorn,AquariusCapricorn,0.69
3950,Aries,Aquarius,AriesAquarius,0.78
3951,Capricorn,Libra,CapricornLibra,0.55
3953,Scorpio,Pisces,ScorpioPisces,0.97
3955,Leo,Leo,LeoLeo,0.45
3956,Cancer,Aries,CancerAries,0.42
3957,Sagittarius,Gemini,SagittariusGemini,0.6
3958,Sagittarius,Aquarius,SagittariusAquarius,0.9
3959,Virgo,Cancer,VirgoCancer,0.9
3962,Virgo,Capricorn,VirgoCapricorn,0.95
3963,Aquarius,Sagittarius,AquariusSagittarius,0.9
3964,Virgo,Leo,VirgoLeo,0.35
3965,Pisces,Gemini,PiscesGemini,0.53
3966,Capricorn,Virgo,CapricornVirgo,0.95
3967,Taurus,Sagittarius,TaurusSagittarius,0.3
3968,Virgo,Capricorn,VirgoCapricorn,0.95
3972,Libra,Pisces,LibraPisces,0.88
3973,Leo,Libra,LeoLibra,0.97
3974,Scorpio,Gemini,ScorpioGemini,0.28
3975,Virgo,Aries,VirgoAries,0.63
3976,Aries,Libra,AriesLibra,0.85
3977,Sagittarius,Libra,SagittariusLibra,0.73
3978,Scorpio,Gemini,ScorpioGemini,0.28
3979,Cancer,Pisces,CancerPisces,0.98
3980,Libra,Virgo,LibraVirgo,0.68
3981,Aquarius,Leo,AquariusLeo,0.68
3982,Aquarius,Scorpio,AquariusScorpio,0.73
3983,Libra,Pisces,LibraPisces,0.88
3984,Taurus,Leo,TaurusLeo,0.73
3986,Aquarius,Aquarius,AquariusAquarius,0.45
3987,Sagittarius,Capricorn,SagittariusCapricorn,0.6
3988,Virgo,Libra,VirgoLibra,0.69
3989,Pisces,Pisces,PiscesPisces,0.6
3990,Sagittarius,Taurus,SagittariusTaurus,0.3
3991,Libra,Taurus,LibraTaurus,0.65
3992,Pisces,Cancer,PiscesCancer,0.98
3993,Taurus,Cancer,TaurusCancer,0.97
3994,Aquarius,Scorpio,AquariusScorpio,0.73
3996,Taurus,Sagittarius,TaurusSagittarius,0.3
3997,Virgo,Scorpio,VirgoScorpio,0.88
3998,Scorpio,Taurus,ScorpioTaurus,0.88
3999,Capricorn,Capricorn,CapricornCapricorn,0.75
4000,Leo,Virgo,LeoVirgo,0.35
4001,Gemini,Sagittarius,GeminiSagittarius,0.6
4002,Taurus,Aquarius,TaurusAquarius,0.58
4003,Sagittarius,Libra,SagittariusLibra,0.73
4005,Aries,Leo,AriesLeo,0.97
4007,Scorpio,Taurus,ScorpioTaurus,0.88
4008,Virgo,Cancer,VirgoCancer,0.9
4009,Capricorn,Virgo,CapricornVirgo,0.95
4010,Taurus,Cancer,TaurusCancer,0.97
4011,Scorpio,Aquarius,ScorpioAquarius,0.73
4013,Virgo,Leo,VirgoLeo,0.35
4014,Gemini,Virgo,GeminiVirgo,0.68
4015,Sagittarius,Libra,SagittariusLibra,0.73
4016,Pisces,Aries,PiscesAries,0.67
4017,Aquarius,Cancer,AquariusCancer,0.27
4018,Gemini,Leo,GeminiLeo,0.88
4019,Aries,Gemini,AriesGemini,0.83
4020,Cancer,Scorpio,CancerScorpio,0.94
4023,Taurus,Virgo,TaurusVirgo,0.9
4024,Taurus,Aries,TaurusAries,0.38
4025,Aries,Libra,AriesLibra,0.85
4026,Leo,Scorpio,LeoScorpio,0.58
4027,Cancer,Sagittarius,CancerSagittarius,0.53
4028,Leo,Aquarius,LeoAquarius,0.69
4029,Scorpio,Aquarius,ScorpioAquarius,0.73
4030,Aries,Aries,AriesAries,0.5
4031,Scorpio,Libra,ScorpioLibra,0.35
4032,Taurus,Aries,TaurusAries,0.38
4033,Libra,Aquarius,LibraAquarius,0.9
4034,Leo,Aries,LeoAries,0.97
4035,Scorpio,Aquarius,ScorpioAquarius,0.73
4036,Scorpio,Gemini,ScorpioGemini,0.28
4037,Capricorn,Pisces,CapricornPisces,0.88
4039,Leo,Sagittarius,LeoSagittarius,0.93
4040,Gemini,Gemini,GeminiGemini,0.6
4042,Aries,Aquarius,AriesAquarius,0.78
4043,Scorpio,Aquarius,ScorpioAquarius,0.73
4045,Cancer,Aquarius,CancerAquarius,0.27
4046,Cancer,Libra,CancerLibra,0.43
4047,Virgo,Leo,VirgoLeo,0.35
4048,Pisces,Aries,PiscesAries,0.67
4049,Sagittarius,Capricorn,SagittariusCapricorn,0.6
4050,Capricorn,Virgo,CapricornVirgo,0.95
4051,Aquarius,Virgo,AquariusVirgo,0.3
4052,Virgo,Libra,VirgoLibra,0.69
4054,Libra,Aries,LibraAries,0.85
4055,Libra,Aquarius,LibraAquarius,0.9
4058,Pisces,Libra,PiscesLibra,0.88
4061,Pisces,Scorpio,PiscesScorpio,0.97
4062,Virgo,Leo,VirgoLeo,0.35
4063,Gemini,Cancer,GeminiCancer,0.65
4064,Sagittarius,Capricorn,SagittariusCapricorn,0.6
4065,Cancer,Virgo,CancerVirgo,0.9
4066,Cancer,Taurus,CancerTaurus,0.97
4067,Aquarius,Scorpio,AquariusScorpio,0.73
4069,Capricorn,Pisces,CapricornPisces,0.88
4070,Gemini,Gemini,GeminiGemini,0.6
4071,Leo,Virgo,LeoVirgo,0.35
4072,Cancer,Taurus,CancerTaurus,0.97
4073,Cancer,Libra,CancerLibra,0.43
4074,Aries,Aries,AriesAries,0.5
4076,Aquarius,Cancer,AquariusCancer,0.27
4078,Gemini,Aries,GeminiAries,0.83
4079,Libra,Leo,LibraLeo,0.97
4080,Aquarius,Taurus,AquariusTaurus,0.58
4082,Cancer,Aries,CancerAries,0.42
4083,Scorpio,Scorpio,ScorpioScorpio,0.8
4084,Scorpio,Gemini,ScorpioGemini,0.28
4085,Capricorn,Scorpio,CapricornScorpio,0.95
4087,Scorpio,Aries,ScorpioAries,0.5
4088,Sagittarius,Pisces,SagittariusPisces,0.63
4089,Aquarius,Sagittarius,AquariusSagittarius,0.9
4090,Taurus,Leo,TaurusLeo,0.73
4092,Scorpio,Aries,ScorpioAries,0.5
4093,Libra,Leo,LibraLeo,0.97
4095,Aquarius,Aquarius,AquariusAquarius,0.45
4096,Scorpio,Sagittarius,ScorpioSagittarius,0.28
4097,Scorpio,Pisces,ScorpioPisces,0.97
4098,Leo,Pisces,LeoPisces,0.38
4099,Taurus,Pisces,TaurusPisces,0.85
4100,Aquarius,Aquarius,AquariusAquarius,0.45
4101,Pisces,Taurus,PiscesTaurus,0.85
4102,Gemini,Taurus,GeminiTaurus,0.33
4103,Pisces,Sagittarius,PiscesSagittarius,0.63
4104,Cancer,Sagittarius,CancerSagittarius,0.53
4105,Scorpio,Capricorn,ScorpioCapricorn,0.95
4106,Scorpio,Taurus,ScorpioTaurus,0.88
4107,Scorpio,Pisces,ScorpioPisces,0.97
4108,Leo,Sagittarius,LeoSagittarius,0.93
4109,Virgo,Gemini,VirgoGemini,0.68
4110,Taurus,Leo,TaurusLeo,0.73
4111,Aquarius,Scorpio,AquariusScorpio,0.73
4113,Aquarius,Aries,AquariusAries,0.78
4114,Aries,Scorpio,AriesScorpio,0.5
4115,Leo,Aquarius,LeoAquarius,0.69
4117,Aquarius,Gemini,AquariusGemini,0.85
4118,Capricorn,Aries,CapricornAries,0.47
4119,Sagittarius,Cancer,SagittariusCancer,0.53
4120,Aquarius,Leo,AquariusLeo,0.68
4121,Pisces,Aquarius,PiscesAquarius,0.45
4122,Capricorn,Virgo,CapricornVirgo,0.95
4123,Gemini,Cancer,GeminiCancer,0.65
4124,Gemini,Taurus,GeminiTaurus,0.33
4125,Capricorn,Leo,CapricornLeo,0.35
4126,Libra,Cancer,LibraCancer,0.43
4127,Capricorn,Leo,CapricornLeo,0.35
4128,Taurus,Pisces,TaurusPisces,0.85
4129,Aquarius,Leo,AquariusLeo,0.68
4130,Aries,Cancer,AriesCancer,0.42
4131,Sagittarius,Sagittarius,SagittariusSagittarius,0.45
4132,Pisces,Sagittarius,PiscesSagittarius,0.63
4133,Leo,Virgo,LeoVirgo,0.35
4134,Aquarius,Aquarius,AquariusAquarius,0.45
4135,Sagittarius,Virgo,SagittariusVirgo,0.48
4136,Leo,Pisces,LeoPisces,0.38
4137,Scorpio,Libra,ScorpioLibra,0.35
4138,Cancer,Virgo,CancerVirgo,0.9
4139,Aries,Taurus,AriesTaurus,0.38
4140,Taurus,Leo,TaurusLeo,0.73
4141,Virgo,Cancer,VirgoCancer,0.9
4142,Gemini,Aries,GeminiAries,0.83
4143,Pisces,Sagittarius,PiscesSagittarius,0.63
4144,Libra,Leo,LibraLeo,0.97
4145,Gemini,Aries,GeminiAries,0.83
4146,Cancer,Cancer,CancerCancer,0.75
4147,Gemini,Aquarius,GeminiAquarius,0.85
4148,Cancer,Virgo,CancerVirgo,0.9
4150,Cancer,Aries,CancerAries,0.42
4151,Scorpio,Capricorn,ScorpioCapricorn,0.95
4152,Cancer,Libra,CancerLibra,0.43
4154,Taurus,Sagittarius,TaurusSagittarius,0.3
4155,Gemini,Aries,GeminiAries,0.83
4156,Taurus,Leo,TaurusLeo,0.73
4157,Taurus,Taurus,TaurusTaurus,0.58
4158,Sagittarius,Virgo,SagittariusVirgo,0.48
4159,Capricorn,Cancer,CapricornCancer,0.83
4160,Aquarius,Aries,AquariusAries,0.78
4161,Sagittarius,Aquarius,SagittariusAquarius,0.9
4162,Aquarius,Aquarius,AquariusAquarius,0.45
4163,Capricorn,Cancer,CapricornCancer,0.83
4164,Capricorn,Aquarius,CapricornAquarius,0.69
4165,Pisces,Scorpio,PiscesScorpio,0.97
4166,Capricorn,Leo,CapricornLeo,0.35
4167,Virgo,Virgo,VirgoVirgo,0.65
4168,Scorpio,Libra,ScorpioLibra,0.35
4169,Sagittarius,Aquarius,SagittariusAquarius,0.9
4170,Libra,Virgo,LibraVirgo,0.68
4171,Aries,Virgo,AriesVirgo,0.63
4172,Taurus,Capricorn,TaurusCapricorn,0.98
4174,Virgo,Aquarius,VirgoAquarius,0.3
4175,Cancer,Aries,CancerAries,0.42
4176,Sagittarius,Scorpio,SagittariusScorpio,0.28
4177,Aries,Aries,AriesAries,0.5
4178,Leo,Libra,LeoLibra,0.97
4180,Capricorn,Aquarius,CapricornAquarius,0.69
4181,Libra,Pisces,LibraPisces,0.88
4182,Gemini,Gemini,GeminiGemini,0.6
4183,Capricorn,Taurus,CapricornTaurus,0.98
4184,Virgo,Libra,VirgoLibra,0.69
4185,Scorpio,Pisces,ScorpioPisces,0.97
4186,Pisces,Sagittarius,PiscesSagittarius,0.63
4187,Sagittarius,Aries,SagittariusAries,0.93
4188,Pisces,Scorpio,PiscesScorpio,0.97
4189,Scorpio,Gemini,ScorpioGemini,0.28
4190,Virgo,Cancer,VirgoCancer,0.9
4191,Libra,Libra,LibraLibra,0.75
4192,Cancer,Sagittarius,CancerSagittarius,0.53
4193,Aries,Taurus,AriesTaurus,0.38
4194,Leo,Pisces,LeoPisces,0.38
4195,Scorpio,Virgo,ScorpioVirgo,0.88
4196,Aquarius,Taurus,AquariusTaurus,0.58
4197,Taurus,Leo,TaurusLeo,0.73
4198,Cancer,Leo,CancerLeo,0.35
4199,Scorpio,Libra,ScorpioLibra,0.35
4200,Virgo,Aquarius,VirgoAquarius,0.3
4201,Gemini,Libra,GeminiLibra,0.93
4203,Leo,Capricorn,LeoCapricorn,0.35
4204,Libra,Aries,LibraAries,0.85
4205,Taurus,Gemini,TaurusGemini,0.33
4206,Libra,Taurus,LibraTaurus,0.65
4207,Sagittarius,Aries,SagittariusAries,0.93
4208,Pisces,Pisces,PiscesPisces,0.6
4209,Scorpio,Scorpio,ScorpioScorpio,0.8
4210,Sagittarius,Scorpio,SagittariusScorpio,0.28
4211,Gemini,Scorpio,GeminiScorpio,0.28
4212,Taurus,Taurus,TaurusTaurus,0.58
4213,Virgo,Taurus,VirgoTaurus,0.9
4214,Sagittarius,Libra,SagittariusLibra,0.73
4215,Capricorn,Virgo,CapricornVirgo,0.95
4216,Virgo,Taurus,VirgoTaurus,0.9
4217,Leo,Cancer,LeoCancer,0.35
4218,Cancer,Gemini,CancerGemini,0.65
4219,Aquarius,Virgo,AquariusVirgo,0.3
4220,Taurus,Leo,TaurusLeo,0.73
4221,Virgo,Aries,VirgoAries,0.63
4222,Sagittarius,Aquarius,SagittariusAquarius,0.9
4223,Cancer,Libra,CancerLibra,0.43
4224,Scorpio,Scorpio,ScorpioScorpio,0.8
4225,Pisces,Aquarius,PiscesAquarius,0.45
4226,Taurus,Virgo,TaurusVirgo,0.9
4227,Gemini,Taurus,GeminiTaurus,0.33
4231,Virgo,Aries,VirgoAries,0.63
4232,Gemini,Aquarius,GeminiAquarius,0.85
4233,Virgo,Virgo,VirgoVirgo,0.65
4234,Virgo,Scorpio,VirgoScorpio,0.88
4235,Cancer,Cancer,CancerCancer,0.75
4236,Libra,Aquarius,LibraAquarius,0.9
4237,Virgo,Pisces,VirgoPisces,0.88
4238,Pisces,Capricorn,PiscesCapricorn,0.88
4239,Sagittarius,Cancer,SagittariusCancer,0.53
4240,Taurus,Pisces,TaurusPisces,0.85
4242,Aquarius,Aquarius,AquariusAquarius,0.45
4243,Leo,Pisces,LeoPisces,0.38
4244,Pisces,Virgo,PiscesVirgo,0.88
4245,Aquarius,Gemini,AquariusGemini,0.85
4246,Aquarius,Taurus,AquariusTaurus,0.58
4247,Cancer,Aquarius,CancerAquarius,0.27
4248,Pisces,Gemini,PiscesGemini,0.53
4250,Aquarius,Aries,AquariusAries,0.78
4251,Taurus,Leo,TaurusLeo,0.73
4252,Pisces,Leo,PiscesLeo,0.38
4253,Aries,Capricorn,AriesCapricorn,0.47
4254,Scorpio,Libra,ScorpioLibra,0.35
4255,Cancer,Aries,CancerAries,0.42
4256,Gemini,Gemini,GeminiGemini,0.6
4257,Aquarius,Virgo,AquariusVirgo,0.3
4258,Gemini,Taurus,GeminiTaurus,0.33
4259,Taurus,Libra,TaurusLibra,0.65
4260,Cancer,Cancer,CancerCancer,0.75
4261,Sagittarius,Virgo,SagittariusVirgo,0.48
4262,Aquarius,Gemini,AquariusGemini,0.85
4263,Libra,Capricorn,LibraCapricorn,0.55
4264,Virgo,Scorpio,VirgoScorpio,0.88
4265,Scorpio,Libra,ScorpioLibra,0.35
4266,Aquarius,Libra,AquariusLibra,0.9
4267,Aries,Virgo,AriesVirgo,0.63
4269,Taurus,Taurus,TaurusTaurus,0.58
4270,Scorpio,Capricorn,ScorpioCapricorn,0.95
4271,Sagittarius,Taurus,SagittariusTaurus,0.3
4272,Libra,Pisces,LibraPisces,0.88
4273,Libra,Libra,LibraLibra,0.75
4274,Capricorn,Sagittarius,CapricornSagittarius,0.6
4275,Sagittarius,Aries,SagittariusAries,0.93
4276,Libra,Leo,LibraLeo,0.97
4277,Scorpio,Aries,ScorpioAries,0.5
4280,Capricorn,Cancer,CapricornCancer,0.83
4281,Aries,Libra,AriesLibra,0.85
4282,Pisces,Sagittarius,PiscesSagittarius,0.63
4283,Pisces,Virgo,PiscesVirgo,0.88
4284,Aries,Leo,AriesLeo,0.97
4285,Scorpio,Libra,ScorpioLibra,0.35
4286,Pisces,Cancer,PiscesCancer,0.98
4287,Pisces,Pisces,PiscesPisces,0.6
4288,Libra,Aries,LibraAries,0.85
4289,Sagittarius,Aries,SagittariusAries,0.93
4290,Scorpio,Pisces,ScorpioPisces,0.97
4291,Leo,Capricorn,LeoCapricorn,0.35
4292,Libra,Cancer,LibraCancer,0.43
4293,Gemini,Scorpio,GeminiScorpio,0.28
4294,Scorpio,Virgo,ScorpioVirgo,0.88
4295,Virgo,Pisces,VirgoPisces,0.88
4296,Scorpio,Gemini,ScorpioGemini,0.28
4297,Cancer,Scorpio,CancerScorpio,0.94
4298,Cancer,Pisces,CancerPisces,0.98
4299,Aquarius,Scorpio,AquariusScorpio,0.73
4300,Cancer,Virgo,CancerVirgo,0.9
4301,Taurus,Scorpio,TaurusScorpio,0.88
4302,Cancer,Libra,CancerLibra,0.43
4303,Pisces,Aries,PiscesAries,0.67
4304,Pisces,Taurus,PiscesTaurus,0.85
4305,Pisces,Cancer,PiscesCancer,0.98
4306,Aquarius,Cancer,AquariusCancer,0.27
4307,Aquarius,Capricorn,AquariusCapricorn,0.69
4308,Cancer,Aquarius,CancerAquarius,0.27
4309,Aquarius,Cancer,AquariusCancer,0.27
4310,Libra,Aquarius,LibraAquarius,0.9
4311,Scorpio,Sagittarius,ScorpioSagittarius,0.28
4312,Libra,Libra,LibraLibra,0.75
4313,Capricorn,Virgo,CapricornVirgo,0.95
4314,Sagittarius,Capricorn,SagittariusCapricorn,0.6
4315,Virgo,Virgo,VirgoVirgo,0.65
4316,Libra,Aquarius,LibraAquarius,0.9
4317,Scorpio,Pisces,ScorpioPisces,0.97
4319,Libra,Taurus,LibraTaurus,0.65
4320,Aries,Capricorn,AriesCapricorn,0.47
4321,Capricorn,Taurus,CapricornTaurus,0.98
4322,Capricorn,Gemini,CapricornGemini,0.68
